"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"5838","15.171.336/0001-94","","Sandra Silva","1","1","2025-11-05 14:51:18","2025-11-27 13:30:06","Grupo de visibilidade do proprietário do item","2026-02-27","2025-11-27","1","0","1","7","6","1","0","","","","","","","","","","","","","","","","",""
"5839","24.693.917/0001-87","","Sandra Silva","0","0","2025-11-06 12:03:46","2026-01-12 11:50:48","Grupo de visibilidade do proprietário do item","","2026-01-12","0","1","1","11","11","0","0","","","","","","","","","","","","","","","","",""
"5840","06.880.609/0009-36","","Adriana Oliveira","1","1","2025-11-06 14:59:57","2025-11-20 12:02:34","Grupo de visibilidade do proprietário do item","2025-11-20","2025-11-10","1","0","1","2","1","1","0","","","","","","","","","","","","","","","","",""
"5841","46.988.330/0001-38","","Adriana Oliveira","0","1","2025-11-07 12:53:50","2026-01-27 18:01:50","Grupo de visibilidade do proprietário do item","2026-02-09","2026-01-27","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5842","52.101.642/0001-80","","Adriana Oliveira","1","0","2025-11-10 14:41:49","2025-11-26 17:52:11","Grupo de visibilidade do proprietário do item","","2025-11-26","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"5843","04.530.355/0001-43","","Adriana Oliveira","1","1","2025-11-10 16:42:09","2025-11-24 12:03:19","Grupo de visibilidade do proprietário do item","2025-11-12","","1","0","1","2","0","2","0","","","","","","","","","","","","","","","","",""
"5844","02.957.518.0002-24","","Adriana Oliveira","1","1","2025-11-10 17:29:05","2025-12-08 12:35:51","Grupo de visibilidade do proprietário do item","","2025-12-08","1","0","1","10","10","0","0","","","","","","","","","","","","","","","","",""
"5845","Usina União","","Lara Leite Duarte Cocri","1","1","2025-11-10 18:45:23","2025-11-18 11:05:41","Grupo de visibilidade do proprietário do item","2025-11-21","2025-11-17","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5846","62.258.884/0001-36","","Sandra Silva","1","1","2025-11-11 14:28:50","2025-11-28 18:08:12","Grupo de visibilidade do proprietário do item","2026-02-28","2025-11-28","1","0","1","3","2","1","0","","","","","","","","","","","","","","","","",""
"5847","CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOL","","Eduardo Luna","1","1","2025-11-11 15:34:31","2026-01-22 12:23:51","Grupo de visibilidade do proprietário do item","2026-01-26","2026-01-19","1","0","1","7","5","2","0","","","","","","","","","","","","","","","","","42.288.184/0001-87"
"5848","42.597.728/0001-92","","Sandra Silva","1","1","2025-11-11 17:49:28","2025-11-11 18:20:45","Grupo de visibilidade do proprietário do item","2026-02-11","","1","0","1","1","0","1","0","","","","","","","","","","","","","","","","",""
"5849","TNS LOGISTICA","","Lara Leite Duarte Cocri","1","1","2025-11-12 12:10:14","2025-12-17 18:01:29","Grupo de visibilidade do proprietário do item","2026-01-19","2025-12-08","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5850","PTS Logística","","Lara Leite Duarte Cocri","0","0","2025-11-12 12:25:39","2025-11-19 16:01:47","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5851","01.637.895/0010-23","","Adriana Oliveira","1","1","2025-11-13 16:57:43","2026-01-27 12:18:29","Grupo de visibilidade do proprietário do item","2026-02-16","2026-01-27","0","0","0","12","11","1","0","","","","","","","","","","","","","","","","",""
"5852","13.012.745/0001-12","","Adriana Oliveira","1","1","2025-11-13 17:32:26","2025-12-17 13:27:15","Grupo de visibilidade do proprietário do item","2026-02-25","2025-12-16","0","0","0","10","9","1","0","","","","","","","","","","","","","","","","",""
"5853","Bem Verde Participacoes Sa","","Eduardo Luna","1","0","2025-11-14 15:14:58","2025-12-10 17:12:16","Grupo de visibilidade do proprietário do item","2025-12-09","2025-12-01","0","1","1","3","2","1","0","","","","","","","","","","","","","","","","","50.344.404/0001-70"
"5854","09.255.903/0001-98","","Adriana Oliveira","1","1","2025-11-17 13:23:08","2026-01-27 18:14:20","Grupo de visibilidade do proprietário do item","2026-02-03","2026-01-27","0","0","0","12","11","1","0","","","","","","","","","","","","","","","","",""
"5855","USINA TRAPICHE - OUTBOUND","","Eduardo Luna","1","1","2025-11-17 17:47:33","2026-01-12 18:42:36","Grupo de visibilidade do proprietário do item","2026-01-19","2025-11-17","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5856","Grupo Emalto","","Lara Leite Duarte Cocri","1","1","2025-11-17 18:26:30","2025-11-24 18:45:01","Grupo de visibilidade do proprietário do item","","2025-11-24","0","0","0","9","9","0","0","","","","","","","","","","","","","","","","",""
"5857","Morro do Ipê","","Lara Leite Duarte Cocri","1","1","2025-11-17 18:30:10","2025-11-24 11:42:33","Grupo de visibilidade do proprietário do item","","2025-11-19","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","",""
"5858","FERRONORTE INDUSTRIAL LTDA","","Eduardo Luna","0","1","2025-11-18 13:38:32","2026-01-23 13:51:54","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-20","0","0","0","7","6","1","0","","","","","","","","","","","","","","","","","03.119.889/0001-19"
"5859","Saint-Gobain Brasil","","Eduardo Luna","1","0","2025-11-19 12:57:30","2026-01-16 13:45:27","Grupo de visibilidade do proprietário do item","","2025-11-19","0","1","1","3","3","0","0","","","","","","","","","","","","","","","","",""
"5860","Lumar Metals","","Lara Leite Duarte Cocri","1","1","2025-11-19 13:39:19","2025-11-28 17:34:12","Grupo de visibilidade do proprietário do item","","2025-11-28","0","0","0","2","2","0","0","","","","","","","","","","","","","","","","",""
"5861","DPI Indústria Mecânica","","Lara Leite Duarte Cocri","1","1","2025-11-19 13:52:42","2025-12-17 16:44:25","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-11","0","0","0","22","21","1","2","","","","","","","","","","","","","","","","",""
"5862","Terra Goyana","","Lara Leite Duarte Cocri","1","1","2025-11-19 14:11:00","2025-12-18 12:32:33","Grupo de visibilidade do proprietário do item","2026-01-06","2025-12-05","0","0","0","7","6","1","1","","","","","","","","","","","","","","","","",""
"5863","Viação Gato Preto","","Lara Leite Duarte Cocri","0","1","2025-11-19 16:01:47","2026-01-12 13:08:37","Grupo de visibilidade do proprietário do item","2026-01-16","2025-12-09","0","0","0","7","6","1","0","","","","","","","","","","","","","","","","",""
"5864","Viação Santa Brigida","","Lara Leite Duarte Cocri","1","1","2025-11-19 16:22:58","2025-12-03 16:28:16","Grupo de visibilidade do proprietário do item","","2025-12-01","0","0","0","14","14","0","0","","","","","","","","","","","","","","","","",""
"5865","Vallourec","","Lara Leite Duarte Cocri","1","0","2025-11-21 13:19:57","2025-12-18 12:49:11","Grupo de visibilidade do proprietário do item","","2025-12-15","0","1","1","6","6","0","0","","","","","","","","","","","","","","","","",""
"5866","PERNAMBUCO MONTAGENS INDUSTRIAIS PMI","","Eduardo Luna","1","2","2025-11-21 14:13:06","2026-01-06 15:14:51","Grupo de visibilidade do proprietário do item","2025-11-25","","2","0","2","3","0","3","0","","","","","","","","","","","","","","","","","26.959.363/0001-42"
"5867","SOTREQ","","Lara Leite Duarte Cocri","1","0","2025-11-21 14:34:02","2025-12-01 14:39:07","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5868","Usina São Luiz S/A","","Eduardo Luna","1","1","2025-11-21 16:38:32","2025-12-09 15:12:14","Grupo de visibilidade do proprietário do item","2025-12-16","2025-12-08","1","0","1","4","2","2","0","","","","","","","","","","","","","","","","","53.408.860/0001-25"
"5869","Usina Ester","","Lara Leite Duarte Cocri","1","0","2025-11-21 18:08:50","2025-12-01 11:40:08","Grupo de visibilidade do proprietário do item","","2025-11-27","0","1","1","6","6","0","0","","","","","","","","","","","","","","","","",""
"5870","Usina Alto Alegre","","Lara Leite Duarte Cocri","1","1","2025-11-21 18:14:57","2025-12-11 14:26:04","Grupo de visibilidade do proprietário do item","2025-12-11","2025-12-11","0","0","0","14","13","1","0","","","","","","","","","","","","","","","","",""
"5871","Usina Caeté","","Lara Leite Duarte Cocri","1","1","2025-11-21 18:19:35","2025-12-18 12:28:57","Grupo de visibilidade do proprietário do item","2026-01-06","2025-12-09","0","0","0","7","6","1","2","","","","","","","","","","","","","","","","",""
"5872","Usina Santa Terezinha","","Lara Leite Duarte Cocri","1","1","2025-11-21 18:29:14","2026-01-13 16:46:21","Grupo de visibilidade do proprietário do item","","2026-01-13","0","0","0","8","8","0","3","","","","","","","","","","","","","","","","",""
"5873","Usina São Domingos","","Lara Leite Duarte Cocri","1","1","2025-11-21 18:37:34","2025-11-25 11:30:38","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5874","ORTENG","","Lara Leite Duarte Cocri","1","1","2025-11-24 13:49:56","2025-12-01 11:56:20","Grupo de visibilidade do proprietário do item","","2025-11-27","0","0","0","8","8","0","0","","","","","","","","","","","","","","","","",""
"5875","ENEVA","","Lara Leite Duarte Cocri","1","0","2025-11-24 13:53:48","2025-11-28 12:33:57","Grupo de visibilidade do proprietário do item","","2025-11-28","0","1","1","5","5","0","0","","","","","","","","","","","","","","","","",""
"5876","CONTERP","","Lara Leite Duarte Cocri","1","1","2025-11-24 13:56:51","2025-12-03 13:31:45","Grupo de visibilidade do proprietário do item","","2025-12-03","0","0","0","4","4","0","0","","","","","","","","","","","","","","","","",""
"5877","26.108.898/0007-03","","Sandra Silva","1","0","2025-11-24 14:35:38","2026-01-19 11:25:40","Grupo de visibilidade do proprietário do item","","2026-01-19","0","1","1","9","9","0","0","","","","","","","","","","","","","","","","",""
"5878","Mineradora Pedrix LTDA","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:00:47","2025-11-28 12:34:52","Grupo de visibilidade do proprietário do item","","2025-11-27","0","1","1","10","10","0","0","","","","","","","","","","","","","","","","",""
"5879","Mineradora Tapajós","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:09:29","2025-12-04 13:22:32","Grupo de visibilidade do proprietário do item","","2025-12-04","0","1","1","8","8","0","0","","","","","","","","","","","","","","","","",""
"5880","Ecoferros Mineradora Urbana","","Lara Leite Duarte Cocri","1","1","2025-11-26 11:17:06","2026-01-13 11:09:17","Grupo de visibilidade do proprietário do item","2026-01-14","2026-01-13","0","0","0","20","19","1","0","","","","","","","","","","","","","","","","",""
"5881","Terra Forte Mineradora","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:25:24","2025-12-03 16:10:22","Grupo de visibilidade do proprietário do item","","2025-11-27","0","1","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"5882","Fetz Mineradora","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:29:11","2026-01-05 12:00:10","Grupo de visibilidade do proprietário do item","2026-01-13","2025-12-09","0","1","1","18","17","1","0","","","","","","","","","","","","","","","","",""
"5883","Mineradora Santo Expedito","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:34:42","2025-12-08 12:45:27","Grupo de visibilidade do proprietário do item","2025-12-08","2025-12-04","0","1","1","9","8","1","0","","","","","","","","","","","","","","","","",""
"5884","Bautek Minerais","","Lara Leite Duarte Cocri","1","1","2025-11-26 11:46:36","2025-12-18 12:18:30","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-04","0","0","0","8","7","1","0","","","","","","","","","","","","","","","","",""
"5885","Usina Goianesia","","Lara Leite Duarte Cocri","1","0","2025-11-26 11:51:44","2026-01-12 18:32:53","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-11","0","1","1","11","10","1","4","","","","","","","","","","","","","","","","",""
"5886","Olivina Azul","","Lara Leite Duarte Cocri","1","0","2025-11-26 12:01:55","2026-01-05 18:19:48","Grupo de visibilidade do proprietário do item","2025-12-12","2025-12-05","0","1","1","8","7","1","0","","","","","","","","","","","","","","","","",""
"5887","MINAX - Construções e Mineração","","Lara Leite Duarte Cocri","1","1","2025-11-26 12:06:34","2025-11-28 17:21:13","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5888","Quibrita Mineradora LTDA","","Lara Leite Duarte Cocri","1","1","2025-11-26 12:12:07","2025-12-17 14:51:48","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-10","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5889","Stracta Mineração","","Lara Leite Duarte Cocri","1","0","2025-11-26 12:18:48","2026-01-13 11:13:53","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-10","0","1","1","7","6","1","0","","","","","","","","","","","","","","","","",""
"5890","31.252.110/0001-74","","Sandra Silva","1","1","2025-11-26 12:33:30","2025-12-10 12:29:57","Grupo de visibilidade do proprietário do item","","2025-12-10","1","0","1","6","6","0","0","","","","","","","","","","","","","","","","",""
"5891","GMIN Mina TZ","","Lara Leite Duarte Cocri","1","0","2025-11-26 12:35:18","2026-01-13 18:21:20","Grupo de visibilidade do proprietário do item","2026-01-06","2025-12-08","0","1","1","3","2","1","2","","","","","","","","","","","","","","","","",""
"5892","OZ Minerals Brazil","","Lara Leite Duarte Cocri","1","1","2025-11-26 13:23:22","2025-12-01 12:30:13","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5893","USINA OLHO D'ÁGUA - OUTBOUND","","Eduardo Luna","1","1","2025-11-26 14:05:41","2025-11-27 16:52:15","Grupo de visibilidade do proprietário do item","","2025-11-27","0","0","0","1","1","0","0","","","","","","","","","","","","","","","","",""
"5894","14702124000123","","Adriana Oliveira","0","1","2025-11-26 14:31:43","2026-01-27 18:49:55","Grupo de visibilidade do proprietário do item","2026-03-09","2026-01-21","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5895","Grupo AVG","","Lara Leite Duarte Cocri","1","0","2025-11-26 16:47:49","2025-12-04 13:32:17","Grupo de visibilidade do proprietário do item","","2025-12-01","0","1","1","3","3","0","0","","","","","","","","","","","","","","","","",""
"5896","AVANTOOLS FERRAMENTAS","","Eduardo Luna","1","0","2025-11-26 17:59:11","2025-12-08 12:02:56","Grupo de visibilidade do proprietário do item","2025-12-11","2025-12-03","0","1","1","2","1","1","0","","","","","","","","","","","","","","","","","46.792.546/0001-23"
"5897","SANTIN EMPRESA DE TRANSPORTES ESPECIAIS LTDA","","Eduardo Luna","0","0","2025-11-26 18:29:10","2026-01-26 12:08:00","Grupo de visibilidade do proprietário do item","2026-01-23","2026-01-15","0","1","1","5","4","1","0","","","","","","","","","","","","","","","","","22.902.476/0001-50"
"5898","Usina São João","","Lara Leite Duarte Cocri","1","0","2025-11-27 11:23:57","2025-12-08 12:08:21","Grupo de visibilidade do proprietário do item","","2025-12-08","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"5899","Usina Cevasa","","Lara Leite Duarte Cocri","1","1","2025-11-27 11:26:59","2025-12-17 17:59:52","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-05","0","0","0","3","2","1","0","","","","","","","","","","","","","","","","",""
"5900","Usina Sonora","","Lara Leite Duarte Cocri","1","1","2025-11-27 11:33:24","2025-12-18 11:56:36","Grupo de visibilidade do proprietário do item","2026-01-07","2025-12-11","0","0","0","15","14","1","0","","","","","","","","","","","","","","","","",""
"5901","Usina Colombo","","Lara Leite Duarte Cocri","1","1","2025-11-27 11:45:18","2025-12-17 17:59:33","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-08","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5902","Usina Ibéria","","Lara Leite Duarte Cocri","1","0","2025-11-27 11:50:11","2026-01-12 18:17:05","Grupo de visibilidade do proprietário do item","","2026-01-12","0","1","1","17","17","0","2","","","","","","","","","","","","","","","","",""
"5903","Usina Vista Alegre","","Lara Leite Duarte Cocri","1","1","2025-11-27 11:56:14","2025-12-17 13:07:52","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-10","0","0","0","15","14","1","2","","","","","","","","","","","","","","","","",""
"5904","Usina Santa Lúcia","","Lara Leite Duarte Cocri","1","1","2025-11-27 12:11:59","2025-12-18 12:33:37","Grupo de visibilidade do proprietário do item","2026-01-06","2025-12-08","0","0","0","6","5","1","1","","","","","","","","","","","","","","","","",""
"5905","PEDREIRA E BRITADORA CANTIERI LTDA","","Eduardo Luna","1","1","2025-11-27 14:39:03","2026-01-23 13:21:25","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-22","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","","24.897.571/0001-39"
"5906","68.377.894/0001-77","","Sandra Silva","0","0","2025-11-28 12:01:07","2026-01-06 13:54:56","Grupo de visibilidade do proprietário do item","","2026-01-05","0","1","1","5","5","0","0","","","","","","","","","","","","","","","","",""
"5907","Ferguminas","","Lara Leite Duarte Cocri","1","1","2025-11-28 12:48:48","2026-01-09 14:00:33","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-12","0","0","0","9","8","1","3","","","","","","","","","","","","","","","","",""
"5908","Metalsete","","Lara Leite Duarte Cocri","1","0","2025-11-28 12:59:47","2025-12-10 17:35:56","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5909","Simasul Energia","","Lara Leite Duarte Cocri","1","1","2025-11-28 13:23:34","2026-01-06 13:23:47","Grupo de visibilidade do proprietário do item","2026-01-09","2026-01-06","0","0","0","21","20","1","0","","","","","","","","","","","","","","","","",""
"5910","C.S.I. MONTAGENS INDUSTRIAIS S.A","","Sandra Silva","1","1","2025-11-28 13:57:20","2025-12-04 15:15:57","Grupo de visibilidade do proprietário do item","2026-03-04","2025-12-04","1","0","1","3","2","1","0","","","","","","","","","","","","","","","","",""
"5911","ABATEDOURO DE SUINOS CACULA LTDA","","Eduardo Luna","0","1","2025-11-28 16:05:40","2025-12-05 16:11:50","Grupo de visibilidade do proprietário do item","2025-12-08","","1","0","1","2","0","2","0","","","","","","","","","","","","","","","","","01.684.299/0001-03"
"5912","Cavalca Construcoes e Mineracao LTDA","","Eduardo Luna","0","1","2025-12-01 15:20:29","2026-01-23 18:24:31","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-23","0","0","0","6","5","1","0","","","","","","","","","","","","","","","","","79.201.539/0003-20"
"5913","SIGHIR ENTERPRISE LTDA","","Eduardo Luna","0","0","2025-12-03 18:22:53","2026-01-27 19:06:04","Grupo de visibilidade do proprietário do item","2026-02-03","2026-01-23","0","1","1","4","3","1","0","","","","","","","","","","","","","","","","","44.922.499/0002-40"
"5914","SALEGO SISTEMAS ELETRO ELETRONICOS E MONITORAMENTO LTDA","","Eduardo Luna","0","1","2025-12-04 14:29:35","2026-01-23 13:30:19","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-22","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","","21.405.720/0001-07"
"5915","42.509.257/0001-13","","Adriana Oliveira","1","1","2025-12-04 18:05:08","2026-01-28 13:19:18","Grupo de visibilidade do proprietário do item","2026-02-16","2026-02-09","0","0","0","16","15","1","0","","","","","","","","","","","","","","","","",""
"5916","VARD PROMAR S.A.","","Eduardo Luna","0","1","2025-12-04 18:40:44","2026-01-26 18:59:53","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-23","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","","11.084.194/0001-77"
"5917","Transportes Bertolini Ltda.","","Lara Leite Duarte Cocri","1","1","2025-12-08 11:43:52","2025-12-17 16:10:59","Grupo de visibilidade do proprietário do item","2026-01-05","2025-12-10","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5918","50.984.681/0001-48","","Sandra Silva","1","1","2025-12-08 16:33:00","2026-01-07 19:44:10","Grupo de visibilidade do proprietário do item","2026-04-07","2026-01-06","1","0","1","5","4","1","0","","","","","","","","","","","","","","","","",""
"5919","INTERCEMENTI CAJATI","","Eduardo Luna","1","1","2025-12-08 18:59:33","2025-12-25 12:04:16","Grupo de visibilidade do proprietário do item","2025-12-12","","1","0","1","2","0","2","0","","","","","","","","","","","","","","","","","62.258.884/0095-16"
"5920","LGA Mineração","","Lara Leite Duarte Cocri","1","1","2025-12-09 11:07:32","2025-12-11 12:32:30","Grupo de visibilidade do proprietário do item","2025-12-12","2025-12-11","0","0","0","10","9","1","0","","","","","","","","","","","","","","","","",""
"5921","Mineração Serra da Moeda","","Lara Leite Duarte Cocri","1","0","2025-12-09 11:17:23","2026-01-06 19:36:28","Grupo de visibilidade do proprietário do item","","2025-12-09","0","1","1","4","4","0","0","","","","","","","","","","","","","","","","",""
"5922","Serra Leste Mineração","","Lara Leite Duarte Cocri","1","1","2025-12-09 11:29:24","2026-01-12 18:22:02","Grupo de visibilidade do proprietário do item","2026-01-05","2026-01-12","0","0","0","15","14","1","0","","","","","","","","","","","","","","","","",""
"5923","Copelmi Mineração Ltda","","Lara Leite Duarte Cocri","1","1","2025-12-09 11:31:41","2026-01-12 12:46:33","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-06","0","0","0","9","8","1","3","","","","","","","","","","","","","","","","",""
"5924","Plasinco Sul Laminacao LTDA","","Eduardo Luna","0","1","2025-12-09 11:54:58","2026-01-26 12:18:50","Grupo de visibilidade do proprietário do item","2026-02-02","2026-01-23","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","","45195657000190"
"5925","MARINGA FERRO-LIGA S.A","","Lara Leite Duarte Cocri","1","1","2025-12-09 14:36:37","2026-01-20 12:04:28","Grupo de visibilidade do proprietário do item","2026-01-20","2026-01-06","1","0","1","7","4","3","0","","","","","","","","","","","","","","","","",""
"5926","USINA RIO PARDO","","Lara Leite Duarte Cocri","1","0","2025-12-09 17:03:04","2026-01-13 11:14:14","Grupo de visibilidade do proprietário do item","2025-12-15","2025-12-11","0","1","1","10","9","1","0","","","","","","","","","","","","","","","","",""
"5927","Usina Alcon","","Lara Leite Duarte Cocri","1","1","2025-12-09 18:12:20","2025-12-16 17:55:21","Grupo de visibilidade do proprietário do item","","2025-12-10","0","0","0","3","3","0","0","","","","","","","","","","","","","","","","",""
"5928","06.635.659/0001-09","","Adriana Oliveira","1","1","2025-12-09 18:16:34","2026-01-27 17:41:19","Grupo de visibilidade do proprietário do item","2026-02-13","2026-01-27","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5929","Valgroup","","Lara Leite Duarte Cocri","1","1","2025-12-10 11:45:37","2025-12-16 17:54:28","Grupo de visibilidade do proprietário do item","","2025-12-16","0","0","0","10","10","0","0","","","","","","","","","","","","","","","","",""
"5930","Stara S/A - Indústria de Máquinas e Implementos Agrícolas","","Lara Leite Duarte Cocri","1","1","2025-12-10 11:53:53","2026-01-07 14:23:28","Grupo de visibilidade do proprietário do item","2026-01-12","2026-01-07","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5931","SILLION SERVICOS","","Eduardo Luna","1","1","2025-12-10 19:15:52","2025-12-16 15:27:12","Grupo de visibilidade do proprietário do item","2025-12-22","2025-12-12","1","0","1","2","1","1","0","","","","","","","","","","","","","","","","","25.239.869/0001-14"
"5932","Expresso Serrano","","Lara Leite Duarte Cocri","1","0","2025-12-11 11:40:44","2026-01-09 11:54:10","Grupo de visibilidade do proprietário do item","","2026-01-09","0","1","1","5","5","0","0","","","","","","","","","","","","","","","","",""
"5933","Villares Metals","","Lara Leite Duarte Cocri","1","0","2025-12-11 12:41:53","2026-01-12 18:18:24","Grupo de visibilidade do proprietário do item","2025-12-15","2025-12-11","0","1","1","4","3","1","0","","","","","","","","","","","","","","","","",""
"5934","Lanmar Metal","","Lara Leite Duarte Cocri","1","1","2025-12-11 14:06:41","2025-12-11 14:06:42","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5935","Planmar","","Lara Leite Duarte Cocri","1","1","2025-12-11 14:10:50","2025-12-11 14:10:51","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5936","Sumitomo Chemical","","Lara Leite Duarte Cocri","1","1","2025-12-11 14:14:28","2025-12-11 14:14:29","Grupo de visibilidade do proprietário do item","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"5937","Votorantim Cimentos - Nobres","","Eduardo Luna","1","1","2025-12-11 19:37:07","2026-01-16 14:31:32","Grupo de visibilidade do proprietário do item","2025-12-15","2025-12-22","1","1","2","3","1","2","0","","","","","","","","","","","","","","","","","01.637.895/0094-31"
"5938","INTERCEMENT BRASIL S.A - Cajati- Paulo","","Eduardo Luna","1","1","2025-12-11 19:58:55","2025-12-15 15:34:11","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"5939","SA TELLES TRANSPORTES LTDA","","Lara Leite Duarte Cocri","1","1","2025-12-12 12:07:58","2025-12-18 12:39:05","Grupo de visibilidade do proprietário do item","2026-01-06","2025-12-12","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5940","Acinol","","Lara Leite Duarte Cocri","1","1","2025-12-12 12:24:12","2026-01-19 12:38:53","Grupo de visibilidade do proprietário do item","2026-01-23","2026-01-15","0","0","0","2","1","1","0","","","","","","","","","","","","","","","","",""
"5941","UNIÃO MINERAÇÃO","","Lara Leite Duarte Cocri","1","0","2025-12-12 13:20:12","2026-01-13 11:05:28","Grupo de visibilidade do proprietário do item","2025-12-12","2026-01-13","0","1","1","6","5","1","0","","","","","","","","","","","","","","","","",""
"5942","EXTRATIMINAS MINERIOS LTDA","","Lara Leite Duarte Cocri","1","1","2025-12-12 14:46:07","2026-01-12 18:18:02","Grupo de visibilidade do proprietário do item","2026-01-12","2026-01-12","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5943","Serra Brasil Transportadora","","Lara Leite Duarte Cocri","1","1","2025-12-12 17:20:26","2026-01-12 18:23:24","Grupo de visibilidade do proprietário do item","2026-01-12","2026-01-12","0","0","0","5","4","1","0","","","","","","","","","","","","","","","","",""
"5944","ONIX MINERACAO","","Lara Leite Duarte Cocri","1","1","2025-12-12 17:33:06","2026-01-12 18:24:34","Grupo de visibilidade do proprietário do item","2026-01-12","2026-01-12","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5945","BUTILAMIL INDUSTRIAS REUNIDAS S/A","","Lara Leite Duarte Cocri","1","1","2025-12-12 17:47:16","2026-01-12 12:56:32","Grupo de visibilidade do proprietário do item","2026-01-16","2026-01-12","0","0","0","4","3","1","0","","","","","","","","","","","","","","","","",""
"5946","06.109.515/0001-00","","Sandra Silva","1","1","2025-12-15 13:28:02","2026-01-27 17:27:20","Grupo de visibilidade do proprietário do item","2026-01-30","2026-01-27","0","0","0","21","20","1","0","","","","","","","","","","","","","","","","",""
"5947","Biotrof","","Lara Leite Duarte Cocri","1","1","2025-12-15 14:38:39","2025-12-16 18:25:57","Grupo de visibilidade do proprietário do item","","2025-12-16","0","0","0","6","6","0","0","","","","","","","","","","","","","","","","",""
"5948","80.247.943/0001-52","","Sandra Silva","1","0","2025-12-15 15:07:29","2026-01-19 13:26:32","Grupo de visibilidade do proprietário do item","","2026-01-19","0","1","1","7","7","0","0","","","","","","","","","","","","","","","","",""
